Date,Type,Name,Start,End,Duration
9/29/14,place,Place in Rincon Heights,2014-09-29T00:00:00-07:00,2014-09-29T08:52:05-07:00,31925
9/29/14,move,transport,2014-09-29T08:52:05-07:00,2014-09-29T08:57:35-07:00,330
9/29/14,move,walking,2014-09-29T08:57:35-07:00,2014-09-29T09:00:27-07:00,172
9/29/14,place,Place in El Presidio,2014-09-29T09:00:26-07:00,2014-09-29T11:10:22-07:00,7796
9/29/14,move,transport,2014-09-29T11:10:22-07:00,2014-09-29T11:12:56-07:00,154
9/29/14,place,Place in Rincon Heights,2014-09-29T11:12:56-07:00,2014-09-29T11:38:09-07:00,1513
9/29/14,move,walking,2014-09-29T11:38:09-07:00,2014-09-29T11:40:23-07:00,134
9/29/14,move,transport,2014-09-29T11:40:23-07:00,2014-09-29T11:48:35-07:00,492
9/29/14,move,walking,2014-09-29T11:48:35-07:00,2014-09-29T11:54:17-07:00,342
9/29/14,place,Place in Rincon Heights,2014-09-29T11:54:16-07:00,2014-09-29T12:49:24-07:00,3308
9/29/14,move,walking,2014-09-29T12:49:24-07:00,2014-09-29T12:54:06-07:00,282
9/29/14,place,Place in West University,2014-09-29T12:54:06-07:00,2014-09-29T13:07:34-07:00,808
9/29/14,place,Place in Rincon Heights,2014-09-29T13:08:04-07:00,2014-09-29T13:48:34-07:00,2430
9/29/14,move,walking,2014-09-29T13:48:34-07:00,2014-09-29T14:02:18-07:00,824
9/29/14,place,Place in Rincon Heights,2014-09-29T14:02:18-07:00,2014-09-29T14:12:19-07:00,601
9/29/14,move,transport,2014-09-29T14:12:19-07:00,2014-09-29T14:13:11-07:00,52
9/29/14,place,Place in Rincon Heights,2014-09-29T14:13:10-07:00,2014-09-29T14:37:00-07:00,1430
9/29/14,move,walking,2014-09-29T14:37:00-07:00,2014-09-29T14:54:31-07:00,1051
9/29/14,place,Place in Rincon Heights,2014-09-29T14:54:32-07:00,2014-09-29T15:55:32-07:00,3660
9/29/14,move,walking,2014-09-29T15:55:32-07:00,2014-09-29T16:10:45-07:00,913
9/29/14,place,Place in Rincon Heights,2014-09-29T16:10:44-07:00,2014-09-29T16:41:45-07:00,1861
9/29/14,move,transport,2014-09-29T16:41:45-07:00,2014-09-29T16:49:15-07:00,450
9/29/14,move,walking,2014-09-29T16:49:15-07:00,2014-09-29T16:52:29-07:00,194
9/29/14,place,Place in El Presidio,2014-09-29T16:52:28-07:00,2014-09-29T16:58:45-07:00,377
9/29/14,move,walking,2014-09-29T16:58:45-07:00,2014-09-29T17:08:27-07:00,582
9/29/14,place,Place in El Presidio,2014-09-29T17:08:26-07:00,2014-09-29T17:55:36-07:00,2830
9/29/14,move,walking,2014-09-29T17:55:36-07:00,2014-09-29T18:05:52-07:00,616
9/29/14,move,transport,2014-09-29T18:05:51-07:00,2014-09-29T18:30:39-07:00,1488
9/29/14,place,Place in Rincon Heights,2014-09-29T18:30:39-07:00,2014-09-29T19:56:23-07:00,5144
9/29/14,move,transport,2014-09-29T19:56:23-07:00,2014-09-29T19:59:04-07:00,161
9/29/14,place,Place in Rincon Heights,2014-09-29T19:59:04-07:00,2014-09-29T20:24:44-07:00,1540
9/29/14,move,transport,2014-09-29T20:24:44-07:00,2014-09-29T20:38:18-07:00,814
9/29/14,place,Place in Pima County,2014-09-29T20:38:18-07:00,2014-09-29T21:02:15-07:00,1437
9/29/14,move,transport,2014-09-29T21:02:15-07:00,2014-09-29T21:09:28-07:00,433
9/29/14,place,Place in Rincon Heights,2014-09-29T21:09:28-07:00,2014-09-30T00:00:00-07:00,10232
