Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
9/29/14,Place in Rincon Heights,2014-09-29T00:00:00-07:00,2014-09-29T08:52:05-07:00,31925,32.2241951163,-110.9541187843,,
9/29/14,Place in El Presidio,2014-09-29T09:00:26-07:00,2014-09-29T11:10:22-07:00,7796,32.2282391081,-110.9758139237,,
9/29/14,Place in Rincon Heights,2014-09-29T11:12:56-07:00,2014-09-29T11:38:09-07:00,1513,32.2241951163,-110.9541187843,,
9/29/14,Place in Rincon Heights,2014-09-29T11:54:16-07:00,2014-09-29T12:49:24-07:00,3308,32.2327274802,-110.9540684723,,
9/29/14,Place in West University,2014-09-29T12:54:06-07:00,2014-09-29T13:07:34-07:00,808,32.2317676748,-110.9570847414,,
9/29/14,Place in Rincon Heights,2014-09-29T13:08:04-07:00,2014-09-29T13:48:34-07:00,2430,32.2304906525,-110.9550721553,,
9/29/14,Place in Rincon Heights,2014-09-29T14:02:18-07:00,2014-09-29T14:12:19-07:00,601,32.2271380071,-110.9549414625,,
9/29/14,Place in Rincon Heights,2014-09-29T14:13:10-07:00,2014-09-29T14:37:00-07:00,1430,32.2241951163,-110.9541187843,,
9/29/14,Place in Rincon Heights,2014-09-29T14:54:32-07:00,2014-09-29T15:55:32-07:00,3660,32.2303954275,-110.9514267373,,
9/29/14,Place in Rincon Heights,2014-09-29T16:10:44-07:00,2014-09-29T16:41:45-07:00,1861,32.2241951163,-110.9541187843,,
9/29/14,Place in El Presidio,2014-09-29T16:52:28-07:00,2014-09-29T16:58:45-07:00,377,32.2280797559,-110.9762085471,,
9/29/14,Place in El Presidio,2014-09-29T17:08:26-07:00,2014-09-29T17:55:36-07:00,2830,32.2259315698,-110.9718483788,,
9/29/14,Place in Rincon Heights,2014-09-29T18:30:39-07:00,2014-09-29T19:56:23-07:00,5144,32.2241951163,-110.9541187843,,
9/29/14,Place in Rincon Heights,2014-09-29T19:59:04-07:00,2014-09-29T20:24:44-07:00,1540,32.2267384653,-110.9440495461,,
9/29/14,Place in Pima County,2014-09-29T20:38:18-07:00,2014-09-29T21:02:15-07:00,1437,32.2219900398,-110.9150027972,,
9/29/14,Place in Rincon Heights,2014-09-29T21:09:28-07:00,2014-09-30T00:00:00-07:00,10232,32.2241951163,-110.9541187843,,
9/30/14,Place in Rincon Heights,2014-09-30T00:00:00-07:00,2014-09-30T08:12:34-07:00,29554,32.2241951163,-110.9541187843,,
